"","PolicyID","AggClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density","LogAggClaimAmount","LogDensity","CatDriverAge","CatCarAge","powerF"
"13760",352559,2378,2,1,"e",4,42,"Renault, Nissan or Citroen","Diesel","R53",473,7.77401507725073,6.15909538849193,3,2,"DEF"
"13761",352574,1444,1,1,"g",8,55,"Renault, Nissan or Citroen","Regular","R11",796,7.27517231945277,6.67959918584438,2,3,"GH"
"13762",352575,313,1,1,"l",4,71,"Mercedes, Chrysler or BMW","Diesel","R53",473,5.74620319054015,6.15909538849193,2,2,"other"
"13763",352582,14431,1,0.94,"g",6,47,"Renault, Nissan or Citroen","Diesel","R24",109,9.57713394943608,4.69134788222914,2,3,"GH"
"13764",352730,1138,1,1,"e",9,35,"Opel, General Motors or Ford","Diesel","R24",44,7.03702761468628,3.78418963391826,3,3,"DEF"
"13765",352756,205,1,0.08,"e",0,47,"Renault, Nissan or Citroen","Diesel","R24",78,5.32300997913841,4.35670882668959,2,1,"DEF"
"13766",352776,591,1,0.57,"f",14,37,"Volkswagen, Audi, Skoda or Seat","Regular","R24",16,6.3818160174061,2.77258872223978,3,4,"DEF"
"13767",352786,1202,1,0.39,"e",1,39,"Mercedes, Chrysler or BMW","Diesel","R11",9422,7.09174211509515,9.15080265925999,3,2,"DEF"
"13768",352800,1206,1,1,"e",1,74,"Renault, Nissan or Citroen","Regular","R24",13,7.09506437728713,2.56494935746154,2,2,"DEF"
"13769",352806,1375,1,0.52,"d",2,54,"Renault, Nissan or Citroen","Diesel","R24",67,7.22620901010067,4.20469261939097,2,2,"DEF"
"13770",352815,1177,1,0.33,"e",10,34,"Renault, Nissan or Citroen","Diesel","R24",20,7.07072410726028,2.99573227355399,3,4,"DEF"
"13771",352816,1142,1,1,"f",1,28,"Renault, Nissan or Citroen","Diesel","R24",23,7.04053639021596,3.13549421592915,3,2,"DEF"
"13772",352817,598,1,1,"e",10,68,"Renault, Nissan or Citroen","Regular","R24",23,6.39359075395063,3.13549421592915,2,4,"DEF"
"13773",352819,1124,1,1,"d",13,19,"Renault, Nissan or Citroen","Regular","R24",15,7.02464903045364,2.70805020110221,5,4,"DEF"
"13774",352846,1182,1,1,"j",5,58,"Fiat","Regular","R24",1054,7.07496319796604,6.96034772910131,2,3,"other"
"13775",352850,3986,1,0.91,"j",0,39,"other","Diesel","R24",11,8.29054350077274,2.39789527279837,3,1,"other"
"13776",352858,580,1,0.75,"g",0,68,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",19,6.36302810354046,2.94443897916644,2,1,"GH"
"13777",352901,1231,1,0.39,"f",3,49,"Renault, Nissan or Citroen","Diesel","R24",405,7.11558212618445,6.00388706710654,2,2,"DEF"
"13778",352958,1180,1,1,"g",3,53,"Renault, Nissan or Citroen","Regular","R24",13,7.07326971745971,2.56494935746154,2,2,"GH"
"13779",352972,210837,1,0.36,"e",9,72,"Renault, Nissan or Citroen","Diesel","R24",405,12.2588406020688,6.00388706710654,2,3,"DEF"
"13780",352975,1291,1,1,"h",14,43,"Fiat","Diesel","R24",405,7.16317239084664,6.00388706710654,2,4,"GH"
"13781",352983,1173,1,0.86,"g",14,51,"Renault, Nissan or Citroen","Diesel","R24",405,7.06731984865348,6.00388706710654,2,4,"GH"
"13782",352999,218,1,1,"g",2,62,"Renault, Nissan or Citroen","Regular","R24",405,5.38449506278909,6.00388706710654,2,2,"GH"
"13783",353014,1241,1,1,"g",11,45,"Renault, Nissan or Citroen","Diesel","R24",286,7.12367278520461,5.65599181081985,2,4,"GH"
"13784",353018,1231,1,1,"h",19,49,"Renault, Nissan or Citroen","Regular","R74",23,7.11558212618445,3.13549421592915,2,5,"GH"
"13785",353029,1216,1,1,"e",3,51,"Renault, Nissan or Citroen","Diesel","R74",235,7.10332206252611,5.45958551414416,2,2,"DEF"
"13786",353034,1219,1,0.26,"f",15,54,"Opel, General Motors or Ford","Regular","R52",75,7.10578612948127,4.31748811353631,2,5,"DEF"
"13787",353076,1231,1,1,"f",5,46,"Volkswagen, Audi, Skoda or Seat","Diesel","R52",124,7.11558212618445,4.82028156560504,2,3,"DEF"
"13788",353079,1222,1,1,"h",1,84,"Japanese (except Nissan) or Korean","Diesel","R52",451,7.10824413973154,6.11146733950268,1,2,"GH"
"13789",353089,1207,1,0.57,"d",19,45,"Renault, Nissan or Citroen","Regular","R74",5,7.09589322109753,1.6094379124341,2,5,"DEF"
"13790",353107,1248,1,1,"e",4,56,"Renault, Nissan or Citroen","Diesel","R74",213,7.12929754892937,5.36129216570943,2,2,"DEF"
"13791",353156,4981,2,1,"f",6,47,"Renault, Nissan or Citroen","Diesel","R52",45,8.51338595307328,3.80666248977032,2,3,"DEF"
"13792",353185,1197,1,1,"g",9,48,"Renault, Nissan or Citroen","Diesel","R52",485,7.08757370555797,6.18414889093748,2,3,"GH"
"13793",353204,424,1,0.95,"f",6,68,"Renault, Nissan or Citroen","Diesel","R74",25,6.04973345523196,3.2188758248682,2,3,"DEF"
"13794",353212,2358,1,0.36,"g",7,31,"Renault, Nissan or Citroen","Regular","R52",84,7.76556908109732,4.43081679884331,3,3,"GH"
"13795",353227,1142,1,0.42,"g",19,59,"Renault, Nissan or Citroen","Diesel","R24",31,7.04053639021596,3.43398720448515,2,5,"GH"
"13796",353263,1261,1,0.76,"i",16,48,"Renault, Nissan or Citroen","Regular","R24",15,7.13966033596492,2.70805020110221,2,5,"other"
"13797",353286,576,1,1,"e",12,47,"Renault, Nissan or Citroen","Diesel","R52",399,6.35610766069589,5.98896141688986,2,4,"DEF"
"13798",353312,2478,2,0.92,"i",11,44,"other","Regular","R24",186,7.81520706218909,5.2257466737132,2,4,"other"
"13799",353327,2780,1,0.35,"f",4,58,"Renault, Nissan or Citroen","Diesel","R24",41,7.93020620668468,3.71357206670431,2,2,"DEF"
"13800",353399,1192,1,0.79,"l",4,40,"Mercedes, Chrysler or BMW","Regular","R52",983,7.0833878476253,6.89060912014717,3,2,"other"
"13801",353440,1156,1,1,"e",12,22,"Renault, Nissan or Citroen","Regular","R52",24,7.05272104923232,3.17805383034795,5,4,"DEF"
"13802",353456,2347,2,0.96,"f",5,58,"Renault, Nissan or Citroen","Diesel","R52",4128,7.76089319585102,8.3255483071614,2,3,"DEF"
"13803",353550,1191,1,1,"f",25,44,"Renault, Nissan or Citroen","Diesel","R24",132,7.0825485693553,4.88280192258637,2,5,"DEF"
"13804",353561,1207,1,0.76,"e",5,21,"Volkswagen, Audi, Skoda or Seat","Regular","R24",4116,7.09589322109753,8.32263709695394,5,3,"DEF"
"13805",353610,1260,1,1,"f",10,54,"Renault, Nissan or Citroen","Diesel","R24",182,7.13886699994552,5.2040066870768,2,4,"DEF"
"13806",353692,1186,1,0.83,"e",11,50,"Renault, Nissan or Citroen","Regular","R74",213,7.07834157955767,5.36129216570943,2,4,"DEF"
"13807",353702,760,1,0.64,"f",7,46,"Volkswagen, Audi, Skoda or Seat","Regular","R24",26,6.63331843328038,3.25809653802148,2,3,"DEF"
"13808",353728,926,1,0.69,"g",10,68,"Mercedes, Chrysler or BMW","Diesel","R24",39,6.83087423464618,3.66356164612965,2,4,"GH"
"13809",353791,251,1,0.89,"k",26,42,"Renault, Nissan or Citroen","Diesel","R52",66,5.52545293913178,4.18965474202643,3,5,"other"
"13810",353837,96,1,0.75,"g",7,19,"Renault, Nissan or Citroen","Regular","R52",85,4.56434819146784,4.44265125649032,5,3,"GH"
"13811",353910,1809,1,0.67,"e",1,36,"Opel, General Motors or Ford","Regular","R72",1535,7.50052948539529,7.3362856600213,3,2,"DEF"
"13812",353940,1140,1,1,"g",3,86,"Renault, Nissan or Citroen","Regular","R72",1287,7.03878354138854,7.16006920759613,1,2,"GH"
"13813",353941,3206,1,0.14,"f",3,38,"Renault, Nissan or Citroen","Diesel","R72",9,8.0727793331695,2.19722457733622,3,2,"DEF"
"13814",353966,1142,1,1,"f",6,52,"Renault, Nissan or Citroen","Diesel","R54",65,7.04053639021596,4.17438726989564,2,3,"DEF"
"13815",353982,1145,1,0.89,"d",17,48,"Renault, Nissan or Citroen","Regular","R72",1287,7.04315991598834,7.16006920759613,2,5,"DEF"
"13816",353997,1221,1,1,"j",4,78,"Japanese (except Nissan) or Korean","Regular","R72",22,7.1074254741107,3.09104245335832,1,2,"other"
"13817",354051,5034,1,1,"e",8,22,"Renault, Nissan or Citroen","Regular","R72",4348,8.52397017569526,8.3774712482411,5,3,"DEF"
"13818",354071,1108,1,1,"e",7,51,"Renault, Nissan or Citroen","Diesel","R72",261,7.01031186730723,5.56452040732269,2,3,"DEF"
"13819",354074,1220,1,1,"i",10,80,"Renault, Nissan or Citroen","Regular","R72",450,7.1066061377273,6.10924758276437,1,4,"other"
"13820",354142,1811,1,1,"e",10,53,"Volkswagen, Audi, Skoda or Seat","Diesel","R72",2906,7.50163445788341,7.97453284413023,2,4,"DEF"
"13821",354145,1098,1,1,"g",8,36,"Opel, General Motors or Ford","Regular","R72",520,7.00124562206948,6.25382881157547,3,3,"GH"
"13822",354146,150,1,1,"i",12,50,"Renault, Nissan or Citroen","Regular","R72",4456,5.01063529409626,8.40200678160712,2,4,"other"
"13823",354159,1208,1,1,"e",3,35,"Renault, Nissan or Citroen","Regular","R72",4348,7.09672137849476,8.3774712482411,3,2,"DEF"
"13824",354166,1662,1,0.7,"k",12,58,"Renault, Nissan or Citroen","Diesel","R72",67,7.41577697541539,4.20469261939097,2,4,"other"
"13825",354188,1229,1,1,"d",7,46,"other","Regular","R72",4348,7.11395610956603,8.3774712482411,2,3,"DEF"
"13826",354206,1174,1,1,"d",4,54,"Volkswagen, Audi, Skoda or Seat","Diesel","R54",109,7.06817200038804,4.69134788222914,2,2,"DEF"
"13827",354213,2602,1,0.14,"d",16,20,"Opel, General Motors or Ford","Diesel","R72",131,7.86403565907245,4.87519732320115,5,5,"DEF"
"13828",354221,563,1,1,"j",1,40,"Renault, Nissan or Citroen","Regular","R72",2580,6.33327962813969,7.85554467791566,3,2,"other"
"13829",354243,1122,1,1,"e",9,81,"Renault, Nissan or Citroen","Regular","R11",27000,7.02286808608264,10.2035921449865,1,3,"DEF"
"13830",354286,1207,1,0.39,"d",4,26,"Renault, Nissan or Citroen","Diesel","R11",8884,7.09589322109753,9.09200718501432,4,2,"DEF"
"13831",354321,4239,1,0.26,"k",4,30,"Mercedes, Chrysler or BMW","Diesel","R24",222,8.35208267135264,5.40267738187228,3,2,"other"
"13832",354323,318,1,0.55,"d",10,20,"Renault, Nissan or Citroen","Regular","R24",42,5.76205138278018,3.73766961828337,5,4,"DEF"
"13833",354327,10193,2,0.53,"d",2,29,"Renault, Nissan or Citroen","Diesel","R24",222,9.22945648916841,5.40267738187228,3,2,"DEF"
"13834",354383,583,1,1,"f",5,40,"Renault, Nissan or Citroen","Regular","R24",394,6.36818718635049,5.97635090929793,3,3,"DEF"
"13835",354415,1191,1,1,"i",2,62,"Renault, Nissan or Citroen","Regular","R24",25,7.0825485693553,3.2188758248682,2,2,"other"
"13836",354437,1204,1,1,"g",4,29,"Renault, Nissan or Citroen","Regular","R24",43,7.09340462586877,3.76120011569356,3,2,"GH"
"13837",354477,164,2,0.82,"f",1,46,"Japanese (except Nissan) or Korean","Diesel","R54",798,5.0998664278242,6.68210859744981,2,2,"DEF"
"13838",354479,1232,1,1,"f",13,62,"Renault, Nissan or Citroen","Diesel","R54",798,7.11639414409346,6.68210859744981,2,4,"DEF"
"13839",354487,1172,1,0.89,"g",9,51,"Renault, Nissan or Citroen","Regular","R54",1974,7.06646697013696,7.58781721999343,2,3,"GH"
"13840",354515,79,1,0.18,"e",11,28,"Renault, Nissan or Citroen","Regular","R54",27,4.36944785246702,3.29583686600433,3,4,"DEF"
"13841",354546,1209,1,0.8,"d",5,42,"Volkswagen, Audi, Skoda or Seat","Diesel","R54",19,7.09754885061479,2.94443897916644,3,3,"DEF"
"13842",354557,2971,1,0.5,"f",4,30,"Renault, Nissan or Citroen","Diesel","R54",42,7.99665387546261,3.73766961828337,3,2,"DEF"
"13843",354577,13532,1,0.93,"j",0,56,"Mercedes, Chrysler or BMW","Diesel","R54",1974,9.5128125299006,7.58781721999343,2,1,"other"
"13844",354593,67,1,0.74,"f",14,37,"Renault, Nissan or Citroen","Diesel","R54",25,4.20469261939097,3.2188758248682,3,4,"DEF"
"13845",354601,1246,1,0.43,"h",14,37,"other","Diesel","R54",278,7.1276936993474,5.62762111369064,3,4,"GH"
"13846",354607,1213,1,0.76,"j",3,40,"Renault, Nissan or Citroen","Regular","R54",678,7.10085190894405,6.5191472879404,3,2,"other"
"13847",354618,1196,1,0.64,"d",10,21,"Fiat","Regular","R54",1974,7.08673793451058,7.58781721999343,5,4,"DEF"
"13848",354630,185,1,0.58,"h",12,28,"Renault, Nissan or Citroen","Diesel","R31",927,5.22035582507832,6.83195356556585,3,4,"GH"
"13849",354642,2438,1,0.11,"e",5,50,"Opel, General Motors or Ford","Regular","R31",1386,7.79893331004122,7.23417717974985,2,3,"DEF"
"13850",354686,1237,1,0.1,"j",3,29,"Renault, Nissan or Citroen","Regular","R31",310,7.12044437239249,5.73657229747919,3,2,"other"
"13851",354705,607,1,0.36,"n",4,37,"Renault, Nissan or Citroen","Regular","R31",1214,6.4085287910595,7.10167597161944,3,2,"other"
"13852",354706,1346,1,1,"g",13,49,"Renault, Nissan or Citroen","Regular","R31",1466,7.20489251020467,7.2902928824466,2,4,"GH"
"13853",354719,893,1,0.31,"f",11,50,"Renault, Nissan or Citroen","Regular","R23",77,6.7945865808765,4.34380542185368,2,4,"DEF"
"13854",354721,1152,1,0.93,"d",11,56,"Renault, Nissan or Citroen","Diesel","R31",1978,7.04925484125584,7.58984151218266,2,4,"DEF"
"13855",354740,2377,2,0.66,"g",19,24,"Renault, Nissan or Citroen","Regular","R31",1466,7.77359446736019,7.2902928824466,4,5,"GH"
"13856",354770,626,1,0.19,"e",19,22,"Renault, Nissan or Citroen","Regular","R53",285,6.4393503711001,5.65248918026865,5,5,"DEF"
"13857",354775,749,1,0.71,"h",6,47,"Volkswagen, Audi, Skoda or Seat","Diesel","R53",3021,6.61873898351722,8.01334318138667,2,3,"GH"
"13858",354792,1197,1,0.25,"j",11,32,"Opel, General Motors or Ford","Diesel","R53",3021,7.08757370555797,8.01334318138667,3,4,"other"
"13859",354823,1179,1,0.78,"e",20,45,"Renault, Nissan or Citroen","Regular","R24",1313,7.07242190053737,7.1800698743028,2,5,"DEF"
"13860",354831,1840,2,1,"e",3,47,"Renault, Nissan or Citroen","Regular","R24",102,7.51752085060303,4.62497281328427,2,2,"DEF"
"13861",354852,1745,1,1,"g",2,30,"Volkswagen, Audi, Skoda or Seat","Diesel","R11",3599,7.46450983463653,8.18841130807903,3,2,"GH"
"13862",354861,88,1,1,"g",8,26,"Renault, Nissan or Citroen","Regular","R24",214,4.47733681447821,5.36597601502185,4,3,"GH"
"13863",354884,2432,2,1,"e",1,67,"Renault, Nissan or Citroen","Regular","R24",50,7.79646924308606,3.91202300542815,2,2,"DEF"
"13864",354889,77,1,1,"f",8,40,"Renault, Nissan or Citroen","Regular","R24",1313,4.34380542185368,7.1800698743028,3,3,"DEF"
"13865",354964,1193,1,1,"g",15,55,"Renault, Nissan or Citroen","Diesel","R24",298,7.08422642209792,5.6970934865054,2,5,"GH"
"13866",354987,1203,1,1,"e",5,24,"Renault, Nissan or Citroen","Diesel","R25",122,7.09257371597468,4.80402104473326,4,3,"DEF"
"13867",354988,1194,1,0.15,"g",2,34,"Renault, Nissan or Citroen","Regular","R25",247,7.08506429395255,5.50938833662798,3,2,"GH"
"13868",355057,509,1,0.16,"f",12,42,"Renault, Nissan or Citroen","Diesel","R24",91,6.23244801655052,4.51085950651685,3,4,"DEF"
"13869",355082,1636,1,0.07,"e",10,25,"Opel, General Motors or Ford","Diesel","R24",614,7.40000951716269,6.41999492814714,4,4,"DEF"
"13870",355114,1134,1,0.65,"d",15,50,"Renault, Nissan or Citroen","Regular","R24",44,7.0335064842877,3.78418963391826,2,5,"DEF"
"13871",355115,1668,1,0.34,"e",3,50,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",44,7.41938058291869,3.78418963391826,2,2,"DEF"
"13872",355125,425,1,1,"e",7,52,"Opel, General Motors or Ford","Diesel","R11",13719,6.05208916892442,9.52653701232616,2,3,"DEF"
"13873",355129,90,1,1,"g",22,51,"Renault, Nissan or Citroen","Regular","R24",192,4.49980967033027,5.25749537202778,2,5,"GH"
"13874",355150,3282,1,1,"e",17,61,"Renault, Nissan or Citroen","Regular","R24",115,8.09620827165004,4.74493212836325,2,5,"DEF"
"13875",355234,132,1,0.53,"h",12,31,"Fiat","Regular","R11",4939,4.88280192258637,8.50491816054062,3,4,"GH"
"13876",355294,2977,1,0.08,"e",2,50,"Renault, Nissan or Citroen","Diesel","R53",175,7.99867136101578,5.16478597392351,2,2,"DEF"
"13877",355297,3197,2,1,"e",5,54,"Opel, General Motors or Ford","Regular","R72",4253,8.06996814905984,8.35537989525363,2,3,"DEF"
"13878",355300,99,1,1,"f",1,46,"Volkswagen, Audi, Skoda or Seat","Diesel","R53",3386,4.59511985013459,8.12740456269308,2,2,"DEF"
"13879",355313,2631,1,1,"f",6,24,"Renault, Nissan or Citroen","Regular","R53",461,7.87511928104029,6.13339804299665,4,3,"DEF"
"13880",355364,896,1,0.06,"f",10,29,"Renault, Nissan or Citroen","Diesel","R53",3386,6.79794041297493,8.12740456269308,3,4,"DEF"
"13881",355460,1212,1,1,"g",5,57,"other","Diesel","R53",165,7.10002716662926,5.10594547390058,2,3,"GH"
"13882",355480,1261,1,0.95,"d",14,34,"Renault, Nissan or Citroen","Diesel","R53",165,7.13966033596492,5.10594547390058,3,4,"DEF"
"13883",355500,808,1,0.05,"e",9,46,"Renault, Nissan or Citroen","Regular","R53",109,6.69456205852109,4.69134788222914,2,3,"DEF"
"13884",355531,1311,1,0.71,"i",12,33,"Renault, Nissan or Citroen","Regular","R53",98,7.1785454837637,4.58496747867057,3,4,"other"
"13885",355532,2138,1,0.5,"e",7,30,"Renault, Nissan or Citroen","Diesel","R53",359,7.66762609158499,5.88332238848828,3,3,"DEF"
"13886",355595,1532,1,0.71,"f",7,45,"Volkswagen, Audi, Skoda or Seat","Regular","R11",766,7.33432935030054,6.64118216974059,2,3,"DEF"
"13887",355596,3134,1,0.4,"f",8,46,"Volkswagen, Audi, Skoda or Seat","Regular","R11",29,8.05006542291597,3.36729582998647,2,3,"DEF"
"13888",355658,1216,1,0.78,"j",1,29,"Mercedes, Chrysler or BMW","Regular","R24",2399,7.10332206252611,7.78280726283969,3,2,"other"
"13889",355687,584,1,0.36,"g",15,19,"Volkswagen, Audi, Skoda or Seat","Regular","R11",46,6.36990098282823,3.8286413964891,5,5,"GH"
"13890",355689,2915,2,0.88,"d",1,24,"Renault, Nissan or Citroen","Diesel","R24",2399,7.97762509878459,7.78280726283969,4,2,"DEF"
"13891",355708,604,1,1,"d",1,35,"Renault, Nissan or Citroen","Diesel","R24",856,6.40357419793482,6.75227037614174,3,2,"DEF"
"13892",355713,1226,1,1,"h",13,66,"Renault, Nissan or Citroen","Diesel","R11",3274,7.11151211649616,8.09376775793108,2,4,"GH"
"13893",355725,30836,1,0.69,"e",12,30,"Renault, Nissan or Citroen","Diesel","R24",856,10.3364381175792,6.75227037614174,3,4,"DEF"
"13894",355726,1277,1,1,"f",6,19,"Renault, Nissan or Citroen","Diesel","R11",433,7.15226885603254,6.07073772800249,5,3,"DEF"
"13895",355737,588,1,1,"f",1,44,"Fiat","Regular","R24",388,6.37672694789863,5.96100533962327,2,2,"DEF"
"13896",355743,779,1,1,"d",15,22,"Opel, General Motors or Ford","Diesel","R24",388,6.65801104587075,5.96100533962327,5,5,"DEF"
"13897",355749,1135,1,1,"i",14,46,"Renault, Nissan or Citroen","Regular","R24",856,7.0343879299155,6.75227037614174,2,4,"other"
"13898",355758,907,1,0.91,"e",6,34,"Opel, General Motors or Ford","Regular","R11",5539,6.81014245011514,8.6195692580331,3,3,"DEF"
"13899",355764,1406,2,0.63,"g",14,24,"Renault, Nissan or Citroen","Regular","R24",388,7.24850407237061,5.96100533962327,4,4,"GH"
"13900",355766,1181,1,0.31,"g",11,30,"Renault, Nissan or Citroen","Regular","R24",1495,7.07411681619736,7.30988148582479,3,4,"GH"
"13901",355777,74,1,1,"e",3,43,"Renault, Nissan or Citroen","Regular","R24",1296,4.30406509320417,7.16703787691222,2,2,"DEF"
"13902",355784,141,1,1,"g",15,58,"Opel, General Motors or Ford","Diesel","R24",4116,4.94875989037817,8.32263709695394,2,5,"GH"
"13903",355791,8637,1,0.5,"f",7,45,"Renault, Nissan or Citroen","Diesel","R24",2715,9.06381057928029,7.90654723236804,2,3,"DEF"
"13904",355814,1165,1,1,"d",2,47,"Volkswagen, Audi, Skoda or Seat","Regular","R24",251,7.0604763659998,5.52545293913178,2,2,"DEF"
"13905",355826,826,1,0.56,"d",17,38,"Renault, Nissan or Citroen","Regular","R24",2044,6.71659477352098,7.6226639513236,3,5,"DEF"
"13906",355843,1226,1,1,"h",16,53,"Renault, Nissan or Citroen","Diesel","R24",10,7.11151211649616,2.30258509299405,2,5,"GH"
"13907",355883,1222,1,0.57,"f",1,27,"Renault, Nissan or Citroen","Regular","R24",44,7.10824413973154,3.78418963391826,3,2,"DEF"
"13908",355929,152,1,0.83,"j",16,22,"Renault, Nissan or Citroen","Regular","R24",30,5.02388052084628,3.40119738166216,5,5,"other"
"13909",355935,2340,2,1,"d",17,49,"Renault, Nissan or Citroen","Regular","R24",137,7.75790620835175,4.91998092582813,2,5,"DEF"
"13910",355951,4234,1,0.67,"g",6,22,"Renault, Nissan or Citroen","Regular","R24",31,8.35090245169481,3.43398720448515,5,3,"GH"
"13911",355968,76,1,0.77,"e",0,62,"Renault, Nissan or Citroen","Diesel","R24",44,4.33073334028633,3.78418963391826,2,1,"DEF"
"13912",356011,103,1,1,"j",15,31,"Renault, Nissan or Citroen","Regular","R24",81,4.63472898822964,4.39444915467244,3,5,"other"
"13913",356027,1216,1,1,"e",5,54,"Renault, Nissan or Citroen","Diesel","R24",99,7.10332206252611,4.59511985013459,2,3,"DEF"
"13914",356085,1189,1,0.13,"f",7,51,"Fiat","Diesel","R52",528,7.08086789669078,6.26909628370626,2,3,"DEF"
"13915",356139,753,1,0.31,"h",13,20,"Volkswagen, Audi, Skoda or Seat","Regular","R54",153,6.62406522779989,5.03043792139244,5,4,"GH"
"13916",356140,3235,1,0.06,"i",14,20,"Renault, Nissan or Citroen","Regular","R54",153,8.081784206935,5.03043792139244,5,4,"other"
"13917",356147,79,1,0.84,"m",0,33,"other","Diesel","R54",153,4.36944785246702,5.03043792139244,3,1,"other"
"13918",356157,420,1,0.77,"f",21,32,"Renault, Nissan or Citroen","Diesel","R54",94,6.04025471127741,4.54329478227,3,5,"DEF"
"13919",356304,1287,1,1,"k",14,41,"Renault, Nissan or Citroen","Diesel","R24",11,7.16006920759613,2.39789527279837,3,4,"other"
"13920",356313,1232,1,1,"f",13,20,"Renault, Nissan or Citroen","Regular","R24",308,7.11639414409346,5.73009978297357,5,4,"DEF"
"13921",356315,397,2,1,"d",13,19,"Renault, Nissan or Citroen","Regular","R24",1054,5.98393628068719,6.96034772910131,5,4,"DEF"
"13922",356326,1226,1,1,"g",17,43,"Renault, Nissan or Citroen","Regular","R24",18,7.11151211649616,2.89037175789616,2,5,"GH"
"13923",356330,127,1,0.59,"f",7,26,"Renault, Nissan or Citroen","Diesel","R24",568,4.84418708645859,6.34212141872115,4,3,"DEF"
"13924",356338,1173,1,0.34,"h",15,52,"Renault, Nissan or Citroen","Diesel","R24",49,7.06731984865348,3.89182029811063,2,5,"GH"
"13925",356350,1778,2,1,"f",9,50,"Renault, Nissan or Citroen","Diesel","R24",41,7.48324441607385,3.71357206670431,2,3,"DEF"
"13926",356358,1932,1,0.4,"h",13,59,"Mercedes, Chrysler or BMW","Diesel","R24",1054,7.56631101477246,6.96034772910131,2,4,"GH"
"13927",356419,40844,1,0.66,"g",18,26,"Renault, Nissan or Citroen","Regular","R24",4116,10.6175152106754,8.32263709695394,4,5,"GH"
"13928",356469,488,1,0.39,"f",11,43,"Renault, Nissan or Citroen","Regular","R72",16,6.19031540585315,2.77258872223978,2,4,"DEF"
"13929",356497,1673,1,1,"g",14,22,"Renault, Nissan or Citroen","Regular","R72",2620,7.42237370098682,7.87092959675514,5,4,"GH"
"13930",356516,1222,1,0.75,"f",8,47,"Renault, Nissan or Citroen","Diesel","R72",58,7.10824413973154,4.06044301054642,2,3,"DEF"
"13931",356532,3165,1,0.85,"f",6,39,"Volkswagen, Audi, Skoda or Seat","Diesel","R72",685,8.05990833457828,6.52941883826223,3,3,"DEF"
"13932",356538,1267,1,0.74,"g",18,29,"Opel, General Motors or Ford","Regular","R72",2620,7.14440718032114,7.87092959675514,3,5,"GH"
"13933",356571,1280,1,0.58,"g",12,18,"Mercedes, Chrysler or BMW","Regular","R24",149,7.15461535691366,5.00394630594546,5,4,"GH"
"13934",356604,1918,2,0.47,"e",9,22,"Renault, Nissan or Citroen","Regular","R11",1630,7.55903825544338,7.39633529380081,5,3,"DEF"
"13935",356671,1179,1,0.3,"g",6,50,"Opel, General Motors or Ford","Diesel","R53",96,7.07242190053737,4.56434819146784,2,3,"GH"
"13936",356688,1413,1,0.6,"g",8,19,"Renault, Nissan or Citroen","Diesel","R52",57,7.25347038268453,4.04305126783455,5,3,"GH"
"13937",356736,1510,1,0.38,"g",10,27,"Mercedes, Chrysler or BMW","Regular","R52",1408,7.31986492980897,7.24992553671799,3,4,"GH"
"13938",356834,108,1,1,"d",8,30,"Renault, Nissan or Citroen","Regular","R24",1313,4.68213122712422,7.1800698743028,3,3,"DEF"
"13939",356840,1172,1,1,"f",13,77,"Renault, Nissan or Citroen","Regular","R24",101,7.06646697013696,4.61512051684126,1,4,"DEF"
"13940",356843,4557,1,0.1,"g",8,50,"Renault, Nissan or Citroen","Regular","R24",1313,8.42441979126388,7.1800698743028,2,3,"GH"
"13941",356889,1086,1,0.29,"f",17,55,"Renault, Nissan or Citroen","Diesel","R24",155,6.99025650049388,5.04342511691925,2,5,"DEF"
"13942",356890,1167,1,1,"d",11,41,"Opel, General Motors or Ford","Regular","R24",82,7.06219163228656,4.40671924726425,3,4,"DEF"
"13943",356947,1160,1,1,"h",1,74,"Renault, Nissan or Citroen","Diesel","R24",45,7.05617528410041,3.80666248977032,2,2,"GH"
"13944",356956,892,1,1,"g",1,45,"Opel, General Motors or Ford","Diesel","R24",252,6.79346613258001,5.52942908751142,2,2,"GH"
"13945",356995,1259,1,0.36,"d",16,19,"Renault, Nissan or Citroen","Regular","R24",72,7.13807303404435,4.27666611901606,5,5,"DEF"
"13946",356996,1244,1,0.62,"f",13,19,"Renault, Nissan or Citroen","Diesel","R24",72,7.12608727329912,4.27666611901606,5,4,"DEF"
"13947",357025,38,1,1,"g",14,33,"Renault, Nissan or Citroen","Regular","R24",52,3.63758615972639,3.95124371858143,3,4,"GH"
"13948",357041,610,1,0.98,"f",17,53,"Renault, Nissan or Citroen","Diesel","R24",295,6.41345895716736,5.68697535633982,2,5,"DEF"
"13949",357062,3681,1,0.21,"f",2,27,"Renault, Nissan or Citroen","Diesel","R24",47,8.21093973337902,3.85014760171006,3,2,"DEF"
"13950",357074,1171,1,0.79,"g",7,45,"Mercedes, Chrysler or BMW","Diesel","R24",22,7.06561336359772,3.09104245335832,2,3,"GH"
"13951",357076,1530,1,0.14,"g",13,19,"Volkswagen, Audi, Skoda or Seat","Regular","R24",295,7.33302301438648,5.68697535633982,5,4,"GH"
"13952",357092,1188,1,0.4,"h",1,27,"Renault, Nissan or Citroen","Regular","R24",124,7.08002649992259,4.82028156560504,3,2,"GH"
