"","PolicyID","AggClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density","LogAggClaimAmount","LogDensity","CatDriverAge","powerF"
"13906",355843,1226,1,1,"h",16,53,"Renault, Nissan or Citroen","Diesel","R24",10,7.11151211649616,2.30258509299405,1,"GH"
"13907",355883,1222,1,0.57,"f",1,27,"Renault, Nissan or Citroen","Regular","R24",44,7.10824413973154,3.78418963391826,3,"DEF"
"13908",355929,152,1,0.83,"j",16,22,"Renault, Nissan or Citroen","Regular","R24",30,5.02388052084628,3.40119738166216,4,"other"
"13909",355935,2340,2,1,"d",17,49,"Renault, Nissan or Citroen","Regular","R24",137,7.75790620835175,4.91998092582813,2,"DEF"
"13910",355951,4234,1,0.67,"g",6,22,"Renault, Nissan or Citroen","Regular","R24",31,8.35090245169481,3.43398720448515,4,"GH"
"13911",355968,76,1,0.77,"e",0,62,"Renault, Nissan or Citroen","Diesel","R24",44,4.33073334028633,3.78418963391826,1,"DEF"
"13912",356011,103,1,1,"j",15,31,"Renault, Nissan or Citroen","Regular","R24",81,4.63472898822964,4.39444915467244,2,"other"
"13913",356027,1216,1,1,"e",5,54,"Renault, Nissan or Citroen","Diesel","R24",99,7.10332206252611,4.59511985013459,1,"DEF"
"13919",356304,1287,1,1,"k",14,41,"Renault, Nissan or Citroen","Diesel","R24",11,7.16006920759613,2.39789527279837,2,"other"
"13920",356313,1232,1,1,"f",13,20,"Renault, Nissan or Citroen","Regular","R24",308,7.11639414409346,5.73009978297357,4,"DEF"
"13921",356315,397,2,1,"d",13,19,"Renault, Nissan or Citroen","Regular","R24",1054,5.98393628068719,6.96034772910131,4,"DEF"
"13922",356326,1226,1,1,"g",17,43,"Renault, Nissan or Citroen","Regular","R24",18,7.11151211649616,2.89037175789616,2,"GH"
"13923",356330,127,1,0.59,"f",7,26,"Renault, Nissan or Citroen","Diesel","R24",568,4.84418708645859,6.34212141872115,3,"DEF"
"13924",356338,1173,1,0.34,"h",15,52,"Renault, Nissan or Citroen","Diesel","R24",49,7.06731984865348,3.89182029811063,1,"GH"
"13925",356350,1778,2,1,"f",9,50,"Renault, Nissan or Citroen","Diesel","R24",41,7.48324441607385,3.71357206670431,1,"DEF"
"13926",356358,1932,1,0.4,"h",13,59,"Mercedes, Chrysler or BMW","Diesel","R24",1054,7.56631101477246,6.96034772910131,1,"GH"
"13927",356419,40844,1,0.66,"g",18,26,"Renault, Nissan or Citroen","Regular","R24",4116,10.6175152106754,8.32263709695394,3,"GH"
"13933",356571,1280,1,0.58,"g",12,18,"Mercedes, Chrysler or BMW","Regular","R24",149,7.15461535691366,5.00394630594546,4,"GH"
"13938",356834,108,1,1,"d",8,30,"Renault, Nissan or Citroen","Regular","R24",1313,4.68213122712422,7.1800698743028,2,"DEF"
"13939",356840,1172,1,1,"f",13,77,"Renault, Nissan or Citroen","Regular","R24",101,7.06646697013696,4.61512051684126,1,"DEF"
"13940",356843,4557,1,0.1,"g",8,50,"Renault, Nissan or Citroen","Regular","R24",1313,8.42441979126388,7.1800698743028,1,"GH"
"13941",356889,1086,1,0.29,"f",17,55,"Renault, Nissan or Citroen","Diesel","R24",155,6.99025650049388,5.04342511691925,1,"DEF"
"13942",356890,1167,1,1,"d",11,41,"Opel, General Motors or Ford","Regular","R24",82,7.06219163228656,4.40671924726425,2,"DEF"
"13943",356947,1160,1,1,"h",1,74,"Renault, Nissan or Citroen","Diesel","R24",45,7.05617528410041,3.80666248977032,1,"GH"
"13944",356956,892,1,1,"g",1,45,"Opel, General Motors or Ford","Diesel","R24",252,6.79346613258001,5.52942908751142,2,"GH"
"13945",356995,1259,1,0.36,"d",16,19,"Renault, Nissan or Citroen","Regular","R24",72,7.13807303404435,4.27666611901606,4,"DEF"
"13946",356996,1244,1,0.62,"f",13,19,"Renault, Nissan or Citroen","Diesel","R24",72,7.12608727329912,4.27666611901606,4,"DEF"
"13947",357025,38,1,1,"g",14,33,"Renault, Nissan or Citroen","Regular","R24",52,3.63758615972639,3.95124371858143,2,"GH"
"13948",357041,610,1,0.98,"f",17,53,"Renault, Nissan or Citroen","Diesel","R24",295,6.41345895716736,5.68697535633982,1,"DEF"
"13949",357062,3681,1,0.21,"f",2,27,"Renault, Nissan or Citroen","Diesel","R24",47,8.21093973337902,3.85014760171006,3,"DEF"
"13950",357074,1171,1,0.79,"g",7,45,"Mercedes, Chrysler or BMW","Diesel","R24",22,7.06561336359772,3.09104245335832,2,"GH"
"13951",357076,1530,1,0.14,"g",13,19,"Volkswagen, Audi, Skoda or Seat","Regular","R24",295,7.33302301438648,5.68697535633982,4,"GH"
"13952",357092,1188,1,0.4,"h",1,27,"Renault, Nissan or Citroen","Regular","R24",124,7.08002649992259,4.82028156560504,3,"GH"
"13953",357111,584,1,0.64,"h",2,42,"Renault, Nissan or Citroen","Diesel","R24",48,6.36990098282823,3.87120101090789,2,"GH"
"13954",357142,1205,1,0.5,"f",7,24,"Renault, Nissan or Citroen","Regular","R24",82,7.09423484592476,4.40671924726425,4,"DEF"
"13955",357189,1209,1,0.28,"d",2,43,"Renault, Nissan or Citroen","Diesel","R24",30,7.09754885061479,3.40119738166216,2,"DEF"
"13956",357263,1162,1,0.84,"g",5,54,"other","Diesel","R24",399,7.05789793741186,5.98896141688986,1,"GH"
"13957",357273,1752,1,0.27,"e",3,49,"Renault, Nissan or Citroen","Diesel","R24",399,7.46851327149634,5.98896141688986,2,"DEF"
"13958",357280,3216,1,1,"f",6,29,"Opel, General Motors or Ford","Diesel","R24",399,8.07589363029886,5.98896141688986,3,"DEF"
"13959",357295,919,1,0.14,"f",4,58,"Renault, Nissan or Citroen","Diesel","R24",1054,6.82328612235569,6.96034772910131,1,"DEF"
"13960",357307,316,1,0.96,"g",7,21,"Renault, Nissan or Citroen","Diesel","R24",399,5.75574221358691,5.98896141688986,4,"GH"
"13961",357309,1242,1,0.44,"f",14,43,"Renault, Nissan or Citroen","Regular","R24",399,7.12447826249342,5.98896141688986,2,"DEF"
"13962",357319,615,1,0.92,"g",14,37,"Renault, Nissan or Citroen","Regular","R24",399,6.42162226780652,5.98896141688986,2,"GH"
"13963",357333,704,1,0.86,"g",10,20,"Mercedes, Chrysler or BMW","Regular","R24",111,6.55677835615804,4.70953020131233,4,"GH"
"13973",357673,1229,1,1,"d",1,26,"Renault, Nissan or Citroen","Regular","R24",32,7.11395610956603,3.46573590279973,3,"DEF"
"13978",357763,1156,1,0.39,"d",2,49,"Opel, General Motors or Ford","Diesel","R24",252,7.05272104923232,5.52942908751142,2,"DEF"
"13979",357766,8854,1,0.13,"d",17,19,"Renault, Nissan or Citroen","Regular","R24",71,9.08862461329209,4.26267987704132,4,"DEF"
"13980",357767,1205,1,0.32,"d",17,19,"Renault, Nissan or Citroen","Regular","R24",71,7.09423484592476,4.26267987704132,4,"DEF"
"13981",357836,1212,1,0.1,"g",19,38,"Renault, Nissan or Citroen","Diesel","R24",91,7.10002716662926,4.51085950651685,2,"GH"
"13982",357886,1161,1,0.31,"l",2,60,"Japanese (except Nissan) or Korean","Diesel","R24",252,7.05703698169789,5.52942908751142,1,"other"
"13983",357940,1160,1,1,"g",13,55,"Renault, Nissan or Citroen","Regular","R24",369,7.05617528410041,5.91079664404053,1,"GH"
"13984",357961,80,1,1,"f",2,42,"Renault, Nissan or Citroen","Diesel","R24",298,4.38202663467388,5.6970934865054,2,"DEF"
"13986",358040,1208,1,1,"i",3,63,"Renault, Nissan or Citroen","Diesel","R24",1313,7.09672137849476,7.1800698743028,1,"other"
"13988",358066,595,1,0.99,"e",8,39,"Renault, Nissan or Citroen","Regular","R24",29,6.38856140554563,3.36729582998647,2,"DEF"
"13993",358197,853,1,0.86,"i",13,52,"Renault, Nissan or Citroen","Regular","R24",1296,6.74875954749168,7.16703787691222,1,"other"
"13994",358225,395,1,0.38,"e",13,45,"Opel, General Motors or Ford","Regular","R24",15,5.97888576490112,2.70805020110221,2,"DEF"
"13995",358231,1219,1,1,"g",9,59,"Renault, Nissan or Citroen","Regular","R24",56,7.10578612948127,4.02535169073515,1,"GH"
"13996",358261,1195,1,1,"f",8,51,"Renault, Nissan or Citroen","Diesel","R24",1109,7.08590146436561,7.01121398735037,1,"DEF"
"13997",358262,1212,1,1,"j",10,42,"Opel, General Motors or Ford","Regular","R24",4116,7.10002716662926,8.32263709695394,2,"other"
"13998",358272,1219,1,1,"i",15,39,"Renault, Nissan or Citroen","Regular","R24",4116,7.10578612948127,8.32263709695394,2,"other"
"13999",358277,912,1,0.98,"d",2,49,"Volkswagen, Audi, Skoda or Seat","Regular","R24",358,6.81563999007433,5.8805329864007,2,"DEF"
"14000",358280,1214,1,1,"j",12,24,"Mercedes, Chrysler or BMW","Diesel","R24",2715,7.10167597161944,7.90654723236804,4,"other"
"14001",358295,87,1,0.37,"e",6,44,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",2044,4.46590811865458,7.6226639513236,2,"DEF"
"14002",358320,221,1,1,"f",1,57,"Renault, Nissan or Citroen","Diesel","R24",102,5.39816270151775,4.62497281328427,1,"DEF"
"14003",358337,1232,1,1,"e",16,52,"Opel, General Motors or Ford","Regular","R24",109,7.11639414409346,4.69134788222914,1,"DEF"
"14004",358376,3111,1,1,"f",1,32,"Renault, Nissan or Citroen","Diesel","R24",78,8.04269949689764,4.35670882668959,2,"DEF"
"14005",358393,277,1,1,"e",3,51,"Renault, Nissan or Citroen","Diesel","R24",101,5.62401750618734,4.61512051684126,1,"DEF"
"14006",358425,1179,1,1,"g",16,32,"Mercedes, Chrysler or BMW","Diesel","R24",105,7.07242190053737,4.65396035015752,2,"GH"
"14007",358431,1018,1,0.68,"g",22,32,"Renault, Nissan or Citroen","Regular","R24",78,6.92559519711047,4.35670882668959,2,"GH"
"14008",358432,1968,1,0.31,"g",16,32,"Opel, General Motors or Ford","Diesel","R24",78,7.5847730776122,4.35670882668959,2,"GH"
"14009",358444,1298,1,0.28,"k",6,26,"Volkswagen, Audi, Skoda or Seat","Regular","R24",86,7.16857989726403,4.45434729625351,3,"other"
"14010",358455,1158,1,1,"n",3,41,"Renault, Nissan or Citroen","Regular","R24",92,7.05444965813294,4.52178857704904,2,"other"
"14011",358457,1176,1,0.78,"f",9,61,"Renault, Nissan or Citroen","Diesel","R24",155,7.06987412845857,5.04342511691925,1,"DEF"
"14013",358535,2367,1,0.96,"f",3,63,"Renault, Nissan or Citroen","Diesel","R24",10,7.76937860951398,2.30258509299405,1,"DEF"
"14014",358549,1180,1,0.66,"d",14,21,"Renault, Nissan or Citroen","Regular","R24",4116,7.07326971745971,8.32263709695394,4,"DEF"
"14015",358550,1152,1,0.28,"g",3,21,"Renault, Nissan or Citroen","Regular","R24",4116,7.04925484125584,8.32263709695394,4,"GH"
"14016",358571,1230,1,0.53,"h",16,53,"Renault, Nissan or Citroen","Diesel","R24",27,7.11476944836646,3.29583686600433,1,"GH"
"14020",358657,933,1,1,"g",8,42,"Volkswagen, Audi, Skoda or Seat","Regular","R24",15,6.83840520084734,2.70805020110221,2,"GH"
"14035",359128,1099,1,1,"g",9,61,"Japanese (except Nissan) or Korean","Regular","R24",308,7.00215595440362,5.73009978297357,1,"GH"
"14036",359244,1183,1,1,"d",15,44,"Renault, Nissan or Citroen","Regular","R24",308,7.07580886397839,5.73009978297357,2,"DEF"
"14037",359288,1231,1,0.28,"f",9,21,"Renault, Nissan or Citroen","Diesel","R24",308,7.11558212618445,5.73009978297357,4,"DEF"
"14057",359690,1230,1,0.75,"e",11,30,"Opel, General Motors or Ford","Diesel","R24",14,7.11476944836646,2.63905732961526,2,"DEF"
"14058",359692,568,1,1,"e",3,21,"Renault, Nissan or Citroen","Regular","R24",182,6.34212141872115,5.2040066870768,4,"DEF"
"14059",359694,1227,1,0.86,"d",15,58,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",27,7.11232744471091,3.29583686600433,1,"DEF"
"14060",359729,1266,1,1,"f",7,48,"Volkswagen, Audi, Skoda or Seat","Regular","R24",30,7.14361760270412,3.40119738166216,2,"DEF"
"14061",359746,1981,1,0.24,"g",11,26,"Renault, Nissan or Citroen","Diesel","R24",182,7.59135704669855,5.2040066870768,3,"GH"
"14062",359839,915,1,0.88,"d",3,42,"Opel, General Motors or Ford","Regular","R24",1054,6.81892406527552,6.96034772910131,2,"DEF"
"14063",359860,194,1,0.97,"g",8,33,"Renault, Nissan or Citroen","Regular","R24",1054,5.26785815906333,6.96034772910131,2,"GH"
"14064",359862,1191,1,1,"f",3,48,"Opel, General Motors or Ford","Diesel","R24",25,7.0825485693553,3.2188758248682,2,"DEF"
"14065",359864,27,1,0.19,"g",17,23,"Renault, Nissan or Citroen","Regular","R24",1054,3.29583686600433,6.96034772910131,4,"GH"
"14066",359876,1157,1,0.84,"e",6,24,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",308,7.05358572719368,5.73009978297357,4,"DEF"
"14067",359893,1164,1,0.86,"g",10,45,"Opel, General Motors or Ford","Diesel","R24",1054,7.05961762829138,6.96034772910131,2,"GH"
"14068",359907,1084,1,0.76,"f",7,32,"Renault, Nissan or Citroen","Diesel","R24",1054,6.98841318199959,6.96034772910131,2,"DEF"
"14069",359910,599,1,0.73,"j",14,41,"Opel, General Motors or Ford","Regular","R24",1054,6.39526159811545,6.96034772910131,2,"other"
"14070",359917,1199,1,0.71,"j",13,41,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",1054,7.08924315502751,6.96034772910131,2,"other"
"14071",359923,1253,2,0.67,"g",9,23,"Opel, General Motors or Ford","Diesel","R24",1054,7.13329595489607,6.96034772910131,4,"GH"
"14073",359930,652,1,0.54,"i",15,51,"Renault, Nissan or Citroen","Regular","R24",376,6.48004456192665,5.92958914338989,1,"other"
"14074",359951,1240,1,0.52,"e",13,45,"Renault, Nissan or Citroen","Diesel","R24",1054,7.12286665859908,6.96034772910131,2,"DEF"
"14075",359970,1233,1,0.38,"g",9,20,"Renault, Nissan or Citroen","Regular","R24",1054,7.11720550316434,6.96034772910131,4,"GH"
"14079",360028,79,1,1,"h",7,74,"Renault, Nissan or Citroen","Diesel","R24",19,4.36944785246702,2.94443897916644,1,"GH"
"14080",360056,1203,1,0.91,"h",14,30,"Renault, Nissan or Citroen","Regular","R24",15,7.09257371597468,2.70805020110221,2,"GH"
"14081",360060,1278,1,0.75,"h",10,44,"Renault, Nissan or Citroen","Diesel","R24",20,7.15305163493748,2.99573227355399,2,"GH"
"14082",360082,1273,1,0.00546448087431694,"d",20,19,"Renault, Nissan or Citroen","Regular","R24",405,7.14913159855741,6.00388706710654,4,"DEF"
"14083",360100,1161,1,0.12,"f",15,58,"Renault, Nissan or Citroen","Regular","R24",405,7.05703698169789,6.00388706710654,1,"DEF"
"14084",360135,1173,1,0.53,"i",8,55,"Mercedes, Chrysler or BMW","Diesel","R24",405,7.06731984865348,6.00388706710654,1,"other"
"14085",360145,603,1,0.41,"l",2,29,"Renault, Nissan or Citroen","Diesel","R24",568,6.40191719672719,6.34212141872115,3,"other"
"14086",360245,1215,1,0.51,"h",15,43,"Renault, Nissan or Citroen","Regular","R24",614,7.10249935577465,6.41999492814714,2,"GH"
"14087",360251,1197,1,0.51,"d",9,56,"Opel, General Motors or Ford","Regular","R24",1313,7.08757370555797,7.1800698743028,1,"DEF"
"14088",360301,1806,2,0.98,"e",10,19,"Opel, General Motors or Ford","Diesel","R24",115,7.49886973397693,4.74493212836325,4,"DEF"
"14089",360368,1127,1,0.27,"g",3,29,"Renault, Nissan or Citroen","Diesel","R24",388,7.02731451403978,5.96100533962327,3,"GH"
"14090",360379,1220,1,0.58,"f",10,44,"Opel, General Motors or Ford","Diesel","R24",856,7.1066061377273,6.75227037614174,2,"DEF"
"14092",360400,3199,1,0.12,"g",18,34,"Mercedes, Chrysler or BMW","Diesel","R24",56,8.07059353994952,4.02535169073515,2,"GH"
"14093",360456,1207,1,0.51,"g",17,48,"Mercedes, Chrysler or BMW","Diesel","R24",59,7.09589322109753,4.07753744390572,2,"GH"
"14094",360471,1118,1,1,"e",13,24,"Renault, Nissan or Citroen","Diesel","R24",34,7.01929665371504,3.52636052461616,4,"DEF"
"14095",360474,1225,1,0.5,"f",12,27,"Renault, Nissan or Citroen","Diesel","R24",2399,7.11069612297883,7.78280726283969,3,"DEF"
"14111",360855,721,1,0.32,"d",6,29,"Renault, Nissan or Citroen","Diesel","R24",41,6.58063913728495,3.71357206670431,3,"DEF"
"14112",360910,205,1,1,"e",4,43,"Renault, Nissan or Citroen","Diesel","R24",86,5.32300997913841,4.45434729625351,2,"DEF"
"14113",360921,5144,1,0.97,"g",12,19,"Mercedes, Chrysler or BMW","Regular","R24",1313,8.54558626591746,7.1800698743028,4,"GH"
"14114",360953,585,1,0.63,"f",1,36,"Renault, Nissan or Citroen","Diesel","R24",30,6.37161184723186,3.40119738166216,2,"DEF"
"14115",360966,1222,1,0.77,"i",11,50,"Renault, Nissan or Citroen","Regular","R24",155,7.10824413973154,5.04342511691925,1,"other"
"14116",360969,866,1,0.75,"e",1,61,"Renault, Nissan or Citroen","Regular","R24",298,6.76388490856244,5.6970934865054,1,"DEF"
"14117",361066,10340,1,0.41,"f",10,49,"Renault, Nissan or Citroen","Diesel","R24",214,9.24377514806242,5.36597601502185,2,"DEF"
"14119",361126,1242,1,0.76,"f",13,20,"Renault, Nissan or Citroen","Diesel","R24",83,7.12447826249342,4.4188406077966,4,"DEF"
"14120",361146,78,1,0.67,"i",17,30,"Renault, Nissan or Citroen","Regular","R24",30,4.35670882668959,3.40119738166216,2,"other"
"14121",361199,654,1,0.01,"k",11,21,"Renault, Nissan or Citroen","Regular","R24",1313,6.4831073514572,7.1800698743028,4,"other"
"14122",361220,1231,1,1,"e",7,75,"Renault, Nissan or Citroen","Regular","R24",15,7.11558212618445,2.70805020110221,1,"DEF"
"14123",361293,1112,1,1,"e",6,83,"Renault, Nissan or Citroen","Regular","R24",399,7.01391547481053,5.98896141688986,1,"DEF"
"14124",361317,1183,1,1,"f",15,75,"Renault, Nissan or Citroen","Diesel","R24",14,7.07580886397839,2.63905732961526,1,"DEF"
"14126",361367,1187,1,1,"d",17,79,"Renault, Nissan or Citroen","Regular","R24",222,7.07918439460967,5.40267738187228,1,"DEF"
"14127",361376,1213,1,1,"g",12,77,"Renault, Nissan or Citroen","Regular","R24",39,7.10085190894405,3.66356164612965,1,"GH"
"14128",361406,1177,1,1,"d",8,43,"Renault, Nissan or Citroen","Regular","R24",1313,7.07072410726028,7.1800698743028,2,"DEF"
"14132",361569,1214,1,1,"f",11,67,"Renault, Nissan or Citroen","Diesel","R24",46,7.10167597161944,3.8286413964891,1,"DEF"
"14133",361620,1239,1,1,"f",6,46,"Renault, Nissan or Citroen","Regular","R24",28,7.12205988162914,3.3322045101752,2,"DEF"
"14134",361626,1153,1,1,"e",7,61,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",51,7.05012252026906,3.93182563272433,1,"DEF"
"14136",361635,1512,1,1,"f",4,68,"Renault, Nissan or Citroen","Regular","R24",91,7.32118855673948,4.51085950651685,1,"DEF"
"14137",361699,1189,1,1,"f",6,65,"Renault, Nissan or Citroen","Regular","R24",11,7.08086789669078,2.39789527279837,1,"DEF"
"14138",361770,500,1,1,"e",9,53,"Renault, Nissan or Citroen","Regular","R24",81,6.21460809842219,4.39444915467244,1,"DEF"
"14146",362016,26565,1,1,"g",7,78,"Renault, Nissan or Citroen","Regular","R24",50,10.187349838885,3.91202300542815,1,"GH"
"14147",362023,1183,1,1,"e",3,75,"Renault, Nissan or Citroen","Diesel","R24",155,7.07580886397839,5.04342511691925,1,"DEF"
"14148",362043,323,1,1,"g",8,82,"Mercedes, Chrysler or BMW","Diesel","R24",15,5.77765232322266,2.70805020110221,1,"GH"
"14149",362105,659,1,0.25,"g",15,42,"Opel, General Motors or Ford","Regular","R24",30,6.49072353450251,3.40119738166216,2,"GH"
"14153",362196,1133,1,0.89,"e",10,68,"Opel, General Motors or Ford","Diesel","R24",83,7.03262426102801,4.4188406077966,1,"DEF"
"14154",362262,1269,1,1,"f",8,71,"Renault, Nissan or Citroen","Diesel","R24",1313,7.14598446771439,7.1800698743028,1,"DEF"
"14155",362347,1276,1,1,"f",5,41,"Renault, Nissan or Citroen","Regular","R24",2044,7.15148546390474,7.6226639513236,2,"DEF"
"14156",362460,1267,1,1,"e",3,77,"Renault, Nissan or Citroen","Regular","R24",24,7.14440718032114,3.17805383034795,1,"DEF"
"14157",362494,1209,1,1,"e",10,81,"Renault, Nissan or Citroen","Regular","R24",222,7.09754885061479,5.40267738187228,1,"DEF"
"14158",362568,1216,1,1,"g",3,53,"Opel, General Motors or Ford","Diesel","R24",45,7.10332206252611,3.80666248977032,1,"GH"
"14159",362613,1220,1,0.84,"k",32,58,"Renault, Nissan or Citroen","Regular","R24",81,7.1066061377273,4.39444915467244,1,"other"
"14160",362672,1207,1,1,"d",7,91,"Renault, Nissan or Citroen","Regular","R24",14,7.09589322109753,2.63905732961526,1,"DEF"
"14161",362747,1163,1,1,"g",18,41,"Renault, Nissan or Citroen","Regular","R24",31,7.05875815251866,3.43398720448515,2,"GH"
"14162",362753,2345,1,1,"d",4,75,"Renault, Nissan or Citroen","Regular","R24",18,7.76004068088038,2.89037175789616,1,"DEF"
"14164",362910,85,1,1,"h",4,57,"Opel, General Motors or Ford","Regular","R24",1313,4.44265125649032,7.1800698743028,1,"GH"
"14165",362915,1170,1,0.69,"e",2,61,"Renault, Nissan or Citroen","Diesel","R24",131,7.0647590277918,4.87519732320115,1,"DEF"
"14168",363042,1193,1,1,"g",13,39,"Renault, Nissan or Citroen","Diesel","R24",61,7.08422642209792,4.11087386417331,2,"GH"
"14169",363052,1205,1,1,"e",4,84,"Renault, Nissan or Citroen","Diesel","R24",57,7.09423484592476,4.04305126783455,1,"DEF"
"14170",363062,1154,1,1,"e",12,80,"Renault, Nissan or Citroen","Diesel","R24",252,7.05098944706805,5.52942908751142,1,"DEF"
"14174",363195,1239,1,1,"e",4,63,"Renault, Nissan or Citroen","Diesel","R24",57,7.12205988162914,4.04305126783455,1,"DEF"
"14182",363453,1262,1,1,"j",17,68,"Renault, Nissan or Citroen","Diesel","R24",51,7.14045304310116,3.93182563272433,1,"other"
"14184",363483,1105,1,1,"e",7,57,"Opel, General Motors or Ford","Regular","R24",399,7.00760061395185,5.98896141688986,1,"DEF"
"14185",363507,1192,1,1,"n",11,69,"Mercedes, Chrysler or BMW","Diesel","R24",44,7.0833878476253,3.78418963391826,1,"other"
"14186",363557,1182,1,1,"f",15,77,"Renault, Nissan or Citroen","Diesel","R24",203,7.07496319796604,5.31320597904179,1,"DEF"
"14187",363558,1170,1,1,"g",9,59,"Renault, Nissan or Citroen","Diesel","R24",51,7.0647590277918,3.93182563272433,1,"GH"
"14188",363563,1226,1,0.71,"e",12,39,"Renault, Nissan or Citroen","Diesel","R24",222,7.11151211649616,5.40267738187228,2,"DEF"
"14189",363773,1197,1,1,"g",17,51,"Renault, Nissan or Citroen","Diesel","R24",54,7.08757370555797,3.98898404656427,1,"GH"
"14190",363801,1227,1,1,"e",18,71,"Renault, Nissan or Citroen","Diesel","R24",61,7.11232744471091,4.11087386417331,1,"DEF"
"14191",363820,1198,1,1,"e",3,57,"Renault, Nissan or Citroen","Regular","R24",102,7.08840877867539,4.62497281328427,1,"DEF"
"14192",363889,1678,1,0.58,"e",21,37,"Opel, General Motors or Ford","Diesel","R24",111,7.42535788702715,4.70953020131233,2,"DEF"
"14193",363900,274,1,1,"g",4,47,"Renault, Nissan or Citroen","Diesel","R24",42,5.61312810638807,3.73766961828337,2,"GH"
"14194",364039,196,1,0.18,"d",12,46,"Renault, Nissan or Citroen","Regular","R24",298,5.27811465923052,5.6970934865054,2,"DEF"
"14199",364214,1220,1,1,"f",17,76,"Renault, Nissan or Citroen","Regular","R24",35,7.1066061377273,3.55534806148941,1,"DEF"
"14201",364280,96,1,0.33,"f",5,48,"Japanese (except Nissan) or Korean","Regular","R24",10,4.56434819146784,2.30258509299405,2,"DEF"
"14202",364288,3354,1,0.29,"e",9,53,"Opel, General Motors or Ford","Regular","R24",1313,8.11790894238315,7.1800698743028,1,"DEF"
"14210",364421,3176,1,0.93,"d",18,55,"Renault, Nissan or Citroen","Regular","R24",79,8.06337782236703,4.36944785246702,1,"DEF"
"14211",364433,1218,1,1,"e",8,62,"Renault, Nissan or Citroen","Regular","R24",106,7.10496544826984,4.66343909411207,1,"DEF"
"14212",364477,606,1,1,"e",4,58,"Renault, Nissan or Citroen","Diesel","R24",50,6.40687998606931,3.91202300542815,1,"DEF"
"14214",364483,538,1,1,"h",12,60,"Renault, Nissan or Citroen","Diesel","R24",30,6.28785856016178,3.40119738166216,1,"GH"
"14215",364488,1178,1,1,"e",11,55,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",155,7.07157336421153,5.04342511691925,1,"DEF"
"14216",364514,1221,1,0.54,"g",10,76,"Renault, Nissan or Citroen","Regular","R24",91,7.1074254741107,4.51085950651685,1,"GH"
"14217",364517,884,1,1,"f",14,34,"Renault, Nissan or Citroen","Diesel","R24",101,6.78445706263764,4.61512051684126,2,"DEF"
"14218",364521,1178,1,1,"e",6,50,"Renault, Nissan or Citroen","Diesel","R24",511,7.07157336421153,6.2363695902037,1,"DEF"
"14219",364545,583,1,1,"d",10,49,"Renault, Nissan or Citroen","Regular","R24",754,6.36818718635049,6.62539236800796,2,"DEF"
"14224",364662,4,1,1,"i",13,33,"Renault, Nissan or Citroen","Regular","R24",91,1.38629436111989,4.51085950651685,2,"other"
"14225",364707,317,1,0.55,"g",15,71,"Renault, Nissan or Citroen","Regular","R24",109,5.75890177387728,4.69134788222914,1,"GH"
"14226",364726,486,1,0.94,"f",8,59,"Renault, Nissan or Citroen","Diesel","R24",38,6.18620862390049,3.63758615972639,1,"DEF"
"14227",364749,1234,1,1,"g",8,48,"Volkswagen, Audi, Skoda or Seat","Regular","R24",29,7.11801620446533,3.36729582998647,2,"GH"
"14228",364769,1263,1,0.49,"h",9,50,"Renault, Nissan or Citroen","Diesel","R24",131,7.14124512235049,4.87519732320115,1,"GH"
"14234",365025,1188,1,1,"e",16,61,"Renault, Nissan or Citroen","Diesel","R24",405,7.08002649992259,6.00388706710654,1,"DEF"
"14235",365046,204,1,1,"f",12,34,"Renault, Nissan or Citroen","Diesel","R24",103,5.31811999384422,4.63472898822964,2,"DEF"
"14236",365074,1200,1,1,"e",6,57,"Renault, Nissan or Citroen","Regular","R24",421,7.09007683577609,6.04263283368238,1,"DEF"
"14237",365116,1185,1,0.04,"e",16,43,"Renault, Nissan or Citroen","Diesel","R24",43,7.07749805356923,3.76120011569356,2,"DEF"
"14238",365155,2342,1,0.91,"d",7,73,"Renault, Nissan or Citroen","Regular","R24",741,7.75876054415766,6.60800062529609,1,"DEF"
"14239",365157,413,1,1,"j",14,46,"Volkswagen, Audi, Skoda or Seat","Regular","R24",172,6.02344759296103,5.14749447681345,2,"other"
"14241",365281,485,1,1,"g",6,53,"Renault, Nissan or Citroen","Regular","R24",71,6.18414889093748,4.26267987704132,1,"GH"
"14242",365326,325,1,0.91,"e",4,37,"Renault, Nissan or Citroen","Diesel","R24",111,5.78382518232974,4.70953020131233,2,"DEF"
"14243",365348,1195,1,1,"g",8,45,"Renault, Nissan or Citroen","Diesel","R24",59,7.08590146436561,4.07753744390572,2,"GH"
"14244",365359,1129,1,1,"g",16,74,"Renault, Nissan or Citroen","Regular","R24",393,7.02908756414966,5.97380961186926,1,"GH"
"14245",365379,1283,1,1,"f",19,50,"Renault, Nissan or Citroen","Diesel","R24",405,7.15695636461564,6.00388706710654,1,"DEF"
"14246",365386,624,1,1,"e",15,70,"Renault, Nissan or Citroen","Diesel","R24",31,6.43615036836943,3.43398720448515,1,"DEF"
